Alternative,Subset,g1,g2,g3,g4,g5,Class
a3007,WHI,0.16,0.036,184,0.99096,11,Cl2
a3008,WHI,0.27,0.032,178,0.98956,12.6,Cl2
a3009,WHI,0.3,0.03,173,0.9887,13,Cl2
a3010,WHI,0.2,0.054,221,0.99941,8.8,Cl2
a3011,WHI,0.25,0.061,218,0.99388,9.5,Cl1
a3012,WHI,0.22,0.029,105,0.99206,11.8,Cl2
a3013,WHI,0.25,0.026,93,0.99035,12.2,Cl2
a3014,WHI,0.13,0.042,105,0.99581,10.7,Cl2
a3015,WHI,0.45,0.04,67,0.9976,11,Cl2
a3016,WHI,0.32,0.02,104,0.99362,11.4,Cl2
a3017,WHI,0.13,0.042,105,0.99581,10.7,Cl2
a3018,WHI,0.34,0.035,135,0.99016,12,Cl2
a3019,WHI,0.22,0.037,121,0.99176,11.9,Cl3
a3020,WHI,0.32,0.02,104,0.99362,11.4,Cl2
a3021,WHI,0.32,0.029,46,0.99439,11.8,Cl2
a3022,WHI,0.27,0.046,88,0.99458,10.6,Cl1
a3023,WHI,0.74,0.05,133,0.99418,9.7,Cl1
a3024,WHI,0.45,0.04,67,0.9976,11,Cl2
a3025,WHI,0.13,0.042,105,0.99581,10.7,Cl2
a3026,WHI,0.22,0.045,152,0.99178,11,Cl2
a3027,WHI,0.22,0.024,118,0.99456,10.5,Cl2
a3028,WHI,0.32,0.035,150,0.99578,10.4,Cl1
a3029,WHI,0.18,0.05,138,0.99546,10.5,Cl2
a3030,WHI,0.47,0.024,142,0.99518,12,Cl3
a3031,WHI,0.47,0.024,142,0.99518,12,Cl3
a3032,WHI,0.19,0.042,124,0.99646,9.2,Cl2
a3033,WHI,0.14,0.036,92,0.99264,10.9,Cl1
a3034,WHI,0.24,0.045,185,0.99578,9.5,Cl2
a3035,WHI,0.25,0.042,156,0.99604,9.4,Cl2
a3036,WHI,0.24,0.026,85,0.99014,11.3,Cl2
a3037,WHI,0.29,0.054,189,0.99489,10.4,Cl1
a3038,WHI,0.33,0.037,170,0.99884,9.4,Cl2
a3039,WHI,0.23,0.027,104,0.99054,11.3,Cl2
a3040,WHI,0.27,0.044,196,0.99782,8.8,Cl2
a3041,WHI,0.2,0.045,130,0.99519,10.8,Cl1
a3042,WHI,0.33,0.037,173,0.99882,9.4,Cl2
a3043,WHI,0.33,0.037,170,0.99884,9.4,Cl2
a3044,WHI,0.21,0.154,114,0.9931,9.2,Cl2
a3045,WHI,0.27,0.044,144,0.99666,10.3,Cl2
a3046,WHI,0.12,0.034,99,0.99324,9.9,Cl2
a3047,WHI,0.24,0.027,112,0.99086,12.4,Cl2
a3048,WHI,0.18,0.041,167,0.9908,11.9,Cl1
a3049,WHI,0.17,0.023,132,0.99067,11.7,Cl2
a3050,WHI,0.33,0.126,199,0.99711,9.4,Cl1
a3051,WHI,0.255,0.039,272,0.99452,9.6,Cl1
a3052,WHI,0.33,0.126,199,0.99711,9.4,Cl1
a3053,WHI,0.2,0.043,175,0.9945,10.4,Cl2
a3054,WHI,0.17,0.042,102,0.99427,9.5,Cl1
a3055,WHI,0.15,0.036,73,0.99152,11.9,Cl2
a3056,WHI,0.25,0.024,116,0.98935,12.5,Cl2
a3057,WHI,0.28,0.016,55,0.98876,13.4,Cl1
a3058,WHI,0.27,0.026,114,0.99174,12.7,Cl1
a3059,WHI,0.25,0.045,208,0.99572,9.1,Cl1
a3060,WHI,0.19,0.026,58,0.99184,10.5,Cl2
a3061,WHI,0.25,0.046,176,0.99454,10.4,Cl1
a3062,WHI,0.25,0.046,176,0.99454,10.4,Cl1
a3063,WHI,0.28,0.03,110,0.99164,12.5,Cl3
a3064,WHI,0.25,0.046,176,0.99454,10.4,Cl1
a3065,WHI,0.21,0.038,183,0.99778,9,Cl1
a3066,WHI,0.15,0.045,120,0.9975,9.8,Cl2
a3067,WHI,0.21,0.038,183,0.99778,9,Cl1
a3068,WHI,0.28,0.033,142,0.99205,10.7,Cl1
a3069,WHI,0.18,0.033,111,0.98962,12.4,Cl2
a3070,WHI,0.53,0.029,76,0.99118,12.5,Cl3
a3071,WHI,0.28,0.03,110,0.99164,12.5,Cl3
a3072,WHI,0.36,0.028,82,0.99274,12.1,Cl2
a3073,WHI,0.25,0.041,163,0.99184,11.3,Cl2
a3074,WHI,0.24,0.039,122,0.99052,12,Cl1
a3075,WHI,0.25,0.042,141,0.99546,10.4,Cl1
a3076,WHI,0.15,0.042,87,0.98972,12.2,Cl2
a3077,WHI,0.28,0.039,115,0.9942,8.6,Cl1
a3078,WHI,0.25,0.045,208,0.99572,9.1,Cl1
a3079,WHI,0.28,0.028,91,0.99022,12.1,Cl1
a3080,WHI,0.35,0.032,125,0.99253,12,Cl1
a3081,WHI,0.19,0.026,58,0.99184,10.5,Cl2
a3082,WHI,0.25,0.046,176,0.99454,10.4,Cl1
a3083,WHI,0.35,0.029,102,0.9903,11.9,Cl2
a3084,WHI,0.31,0.024,94,0.98906,13.7,Cl2
a3085,WHI,0.17,0.03,78,0.99146,11.3,Cl2
a3086,WHI,0.23,0.036,88,0.9951,10.5,Cl2
a3087,WHI,0.31,0.024,94,0.98906,13.7,Cl2
a3088,WHI,0.2,0.041,201,0.995,10.1,Cl1
a3089,WHI,0.37,0.024,76,0.98876,12.3,Cl2
a3090,WHI,0.36,0.031,89,0.98956,12,Cl2
a3091,WHI,0.17,0.03,78,0.99146,11.3,Cl2
a3092,WHI,0.28,0.04,183,0.99592,9.5,Cl2
a3093,WHI,0.27,0.043,152,0.99129,11.4,Cl2
a3094,WHI,0.25,0.045,118,0.99064,11.9,Cl2
a3095,WHI,0.24,0.032,18,0.99368,10,Cl2
a3096,WHI,0.24,0.032,18,0.99368,10,Cl2
a3097,WHI,0.13,0.034,102,0.99121,11.3,Cl2
a3098,WHI,0.78,0.045,133,0.99104,11.7,Cl1
a3099,WHI,0.33,0.022,129,0.99221,11,Cl2
a3100,WHI,0.34,0.033,111,0.98924,12.2,Cl2
a3101,WHI,0.14,0.028,124,0.99176,10.7,Cl2
a3102,WHI,0.26,0.038,84,0.99432,10.9,Cl2
a3103,WHI,0.29,0.04,113,0.99366,10.2,Cl2
a3104,WHI,0.25,0.045,118,0.99064,11.9,Cl2
a3105,WHI,0.21,0.047,130,0.99178,11.1,Cl1
a3106,WHI,0.26,0.045,159,0.99126,11.2,Cl2
a3107,WHI,0.27,0.043,152,0.99129,11.4,Cl2
a3108,WHI,0.25,0.047,169,0.99252,10.6,Cl2
a3109,WHI,0.35,0.047,151,0.99709,10.3,Cl1
a3110,WHI,0.3,0.054,203,0.99513,10.4,Cl1
a3111,WHI,0.24,0.033,111,0.99045,11.9,Cl2
a3112,WHI,0.23,0.036,98,0.99,11.9,Cl2
a3113,WHI,0.23,0.043,129,0.99305,10.4,Cl1
a3114,WHI,0.24,0.052,126,0.99888,9.2,Cl2
a3115,WHI,0.17,0.04,117,0.99182,11.3,Cl2
a3116,WHI,0.17,0.04,117,0.99182,11.3,Cl2
a3117,WHI,0.21,0.034,89,0.9913,11,Cl2
a3118,WHI,0.23,0.036,98,0.99,11.9,Cl2
a3119,WHI,0.28,0.031,147,0.98836,12.9,Cl2
a3120,WHI,0.19,0.027,21,0.9897,10.8,Cl1
a3121,WHI,0.25,0.049,206,0.99586,9.1,Cl2
a3122,WHI,0.23,0.043,129,0.99305,10.4,Cl1
a3123,WHI,0.18,0.03,103,0.98892,12.9,Cl2
a3124,WHI,0.18,0.037,86,0.99156,12.2,Cl1
a3125,WHI,0.24,0.052,126,0.99888,9.2,Cl2
a3126,WHI,0.23,0.052,150,0.99534,10.3,Cl1
a3127,WHI,0.17,0.059,128,0.99322,11,Cl2
a3128,WHI,0.3,0.043,98,0.99296,11,Cl1
a3129,WHI,0.24,0.039,100,0.99098,11.7,Cl2
a3130,WHI,0.21,0.039,122,0.98972,12,Cl2
a3131,WHI,0.33,0.047,148,0.98964,12.7,Cl2
a3132,WHI,0.35,0.061,198,0.99918,8.8,Cl1
a3133,WHI,0.17,0.04,117,0.99182,11.3,Cl2
a3134,WHI,0.25,0.034,121,0.99008,12.8,Cl2
a3135,WHI,0.16,0.043,114,0.992,11.2,Cl2
a3136,WHI,0.39,0.057,221,0.99851,8.9,Cl2
a3137,WHI,0.19,0.04,103,0.99026,11.2,Cl1
a3138,WHI,0.25,0.051,135,0.9906,11.1,Cl2
a3139,WHI,0.22,0.042,115,0.99293,10.8,Cl2
a3140,WHI,0.19,0.045,126,0.99658,9.3,Cl2
a3141,WHI,0.39,0.057,221,0.99851,8.9,Cl2
a3142,WHI,0.33,0.038,34,0.9911,12.7,Cl2
a3143,WHI,0.17,0.045,140,0.9904,12,Cl2
a3144,WHI,0.19,0.04,103,0.99026,11.2,Cl1
a3145,WHI,0.23,0.039,130,0.99946,8.8,Cl2
a3146,WHI,0.23,0.039,130,0.99946,8.8,Cl2
a3147,WHI,0.23,0.039,130,0.99946,8.8,Cl2
a3148,WHI,0.32,0.038,154,0.99568,10.4,Cl2
a3149,WHI,0.23,0.039,130,0.99946,8.8,Cl2
a3150,WHI,0.32,0.038,154,0.99568,10.4,Cl2
a3151,WHI,0.39,0.027,88,0.9907,14,Cl2
a3152,WHI,0.23,0.039,130,0.99946,8.8,Cl2
a3153,WHI,0.25,0.035,294,0.99018,13.1,Cl2
a3154,WHI,0.29,0.029,88,0.98994,12.3,Cl2
a3155,WHI,0.4,0.03,109,0.99075,12.6,Cl2
a3156,WHI,0.39,0.02,133,0.99212,12,Cl2
a3157,WHI,0.17,0.033,124,0.99684,9.5,Cl1
a3158,WHI,0.39,0.02,133,0.99212,12,Cl2
a3159,WHI,0.36,0.019,114,0.99036,12.7,Cl2
a3160,WHI,0.19,0.042,130,0.99456,10.5,Cl2
a3161,WHI,0.34,0.023,80,0.98865,12.9,Cl2
a3162,WHI,0.17,0.033,124,0.99684,9.5,Cl1
a3163,WHI,0.39,0.02,133,0.99212,12,Cl2
a3164,WHI,0.36,0.019,114,0.99036,12.7,Cl2
a3165,WHI,0.3,0.024,198,0.99222,11.9,Cl2
a3166,WHI,0.68,0.037,123,0.99022,12,Cl2
a3167,WHI,0.34,0.031,133,0.99076,12.5,Cl2
a3168,WHI,0.28,0.034,118,0.99144,12.1,Cl2
a3169,WHI,0.19,0.019,82,0.98961,12.5,Cl2
a3170,WHI,0.16,0.043,113,0.9936,9.9,Cl2
a3171,WHI,0.17,0.036,147,0.99126,10.7,Cl2
a3172,WHI,0.2,0.048,87,0.99044,12,Cl2
a3173,WHI,0.33,0.042,116,0.99123,12.2,Cl3
a3174,WHI,0.33,0.036,124,0.99123,12.4,Cl3
a3175,WHI,0.36,0.038,125,0.9916,12.4,Cl3
a3176,WHI,0.21,0.039,140,0.9959,10.3,Cl2
a3177,WHI,0.2,0.048,87,0.99044,12,Cl2
a3178,WHI,0.41,0.05,154,0.9931,10.5,Cl1
a3179,WHI,0.15,0.051,98,0.99422,9.5,Cl2
a3180,WHI,0.2,0.046,106,0.99194,10.5,Cl1
a3181,WHI,0.24,0.027,90,0.98926,12.3,Cl2
a3182,WHI,0.16,0.025,107,0.99306,11.9,Cl2
a3183,WHI,0.12,0.038,131,0.99164,9.8,Cl1
a3184,WHI,0.24,0.027,90,0.98926,12.3,Cl2
a3185,WHI,0.1,0.04,76,0.98988,11.4,Cl2
a3186,WHI,0.21,0.041,115,0.99268,11,Cl2
a3187,WHI,0.3,0.046,70,0.99373,10.8,Cl1
a3188,WHI,0.18,0.027,125,0.98939,12.8,Cl2
a3189,WHI,0.17,0.055,123,0.99318,11,Cl3
a3190,WHI,0.19,0.035,148,0.99196,10.2,Cl1
a3191,WHI,0.28,0.026,114,0.98952,12.5,Cl2
a3192,WHI,0.24,0.037,146,0.9911,11.6,Cl2
a3193,WHI,0.16,0.025,107,0.99306,11.9,Cl2
a3194,WHI,0.12,0.038,131,0.99164,9.8,Cl1
a3195,WHI,0.16,0.036,89,0.99111,11,Cl1
a3196,WHI,0.21,0.037,123,0.99321,10.9,Cl2
a3197,WHI,0.22,0.044,127,0.99326,11,Cl2
a3198,WHI,0.34,0.027,126,0.99124,12.5,Cl2
a3199,WHI,0.22,0.044,127,0.99326,11,Cl2
a3200,WHI,0.21,0.032,121,0.99214,12,Cl2
a3201,WHI,0.31,0.031,145,0.9897,12.4,Cl2
a3202,WHI,0.34,0.027,126,0.99124,12.5,Cl2
a3203,WHI,0.42,0.022,97,0.98915,12.8,Cl2
a3204,WHI,0.22,0.044,127,0.99326,11,Cl2
a3205,WHI,0.28,0.035,177,0.99692,9.1,Cl1
a3206,WHI,0.45,0.033,156,0.991,12.4,Cl2
a3207,WHI,0.29,0.031,98,0.9913,12.9,Cl2
a3208,WHI,0.21,0.045,126,0.99234,10.9,Cl2
a3209,WHI,0.25,0.045,164,0.99402,10.8,Cl1
a3210,WHI,0.21,0.04,142,0.99678,10.6,Cl1
a3211,WHI,0.33,0.053,106,0.99458,9,Cl1
a3212,WHI,0.3,0.043,154,0.99452,12,Cl2
a3213,WHI,0.24,0.041,131,0.99033,11.8,Cl1
a3214,WHI,0.18,0.041,158,0.9927,10.6,Cl2
a3215,WHI,0.335,0.033,74,0.99002,12.3,Cl2
a3216,WHI,0.14,0.104,54,0.99057,11.5,Cl2
a3217,WHI,0.13,0.044,111,0.99127,11.1,Cl1
a3218,WHI,0.33,0.053,106,0.99458,9,Cl1
a3219,WHI,0.29,0.142,111,0.9927,9.9,Cl1
a3220,WHI,0.35,0.036,92,0.98938,12.8,Cl2
a3221,WHI,0.38,0.102,76,0.99001,12.9,Cl1
a3222,WHI,0.24,0.034,74,0.99386,12.9,Cl2
a3223,WHI,0.16,0.037,115,0.9899,12,Cl2
a3224,WHI,0.3,0.043,154,0.99452,12,Cl2
a3225,WHI,0.15,0.045,151,0.9913,11.2,Cl2
a3226,WHI,0.33,0.041,86,0.98916,13.3,Cl2
a3227,WHI,0.2,0.046,125,0.99276,9.9,Cl2
a3228,WHI,0.27,0.055,192,0.99586,9.5,Cl2
a3229,WHI,0.27,0.054,200,0.99556,9.4,Cl2
a3230,WHI,0.2,0.047,119,0.99158,11,Cl2
a3231,WHI,0.13,0.056,150,0.99548,9.4,Cl2
a3232,WHI,0.21,0.038,107,0.99206,11.5,Cl2
a3233,WHI,0.31,0.038,79,0.99412,12.5,Cl1
a3234,WHI,0.2,0.035,93,0.99364,11.9,Cl2
a3235,WHI,0.25,0.054,141,0.99338,10.4,Cl2
a3236,WHI,0.15,0.045,151,0.9913,11.2,Cl2
a3237,WHI,0.22,0.035,141,0.99123,12.5,Cl2
a3238,WHI,0.23,0.039,147,0.99216,11,Cl2
a3239,WHI,0.27,0.059,115,0.99328,9.8,Cl1
a3240,WHI,0.34,0.034,99,0.99031,12.3,Cl2
a3241,WHI,0.16,0.036,113,0.9908,11,Cl2
a3242,WHI,0.3,0.036,113,0.98871,12.6,Cl2
a3243,WHI,0.29,0.036,109,0.99119,11.6,Cl2
a3244,WHI,0.34,0.034,99,0.99031,12.3,Cl2
a3245,WHI,0.21,0.02,86,0.99146,13.4,Cl2
a3246,WHI,0.27,0.059,115,0.99328,9.8,Cl1
a3247,WHI,0.22,0.034,116,0.99245,11.5,Cl2
a3248,WHI,0.27,0.037,139,0.99116,11.6,Cl2
a3249,WHI,0.25,0.039,147,0.9921,11.1,Cl2
a3250,WHI,0.23,0.039,147,0.99216,11,Cl2
a3251,WHI,0.13,0.043,131,0.99162,11.3,Cl2
a3252,WHI,0.24,0.043,173,0.99632,9.9,Cl2
a3253,WHI,0.26,0.025,105,0.99082,12.6,Cl3
a3254,WHI,0.3,0.029,100,0.9905,11.8,Cl3
a3255,WHI,0.38,0.042,201,0.99177,11.4,Cl1
a3256,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3257,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3258,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3259,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3260,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3261,WHI,0.19,0.045,193,0.9986,9.2,Cl2
a3262,WHI,0.32,0.03,101,0.98923,13,Cl1
a3263,WHI,0.19,0.047,193,1.00014,9.3,Cl2
a3264,WHI,0.26,0.03,92,0.99026,12.6,Cl3
a3265,WHI,0.24,0.035,247,0.99358,9.6,Cl2
a3266,WHI,0.215,0.041,157,0.99688,8,Cl1
a3267,WHI,0.24,0.03,105,0.99407,11.8,Cl2
a3268,WHI,0.23,0.043,154,0.99226,10.2,Cl2
a3269,WHI,0.33,0.051,126,0.99097,12.7,Cl2
a3270,WHI,0.38,0.061,214,0.9976,9.4,Cl1
a3271,WHI,0.15,0.044,115,0.99166,10.2,Cl1
a3272,WHI,0.32,0.044,91,0.99184,12,Cl2
a3273,WHI,0.22,0.045,100,0.99135,11.3,Cl2
a3274,WHI,0.23,0.038,118,0.99074,11.8,Cl2
a3275,WHI,0.22,0.039,129,0.99193,10.9,Cl1
a3276,WHI,0.48,0.043,99,0.99226,9.8,Cl1
a3277,WHI,0.23,0.06,154,0.99142,12.2,Cl3
a3278,WHI,0.16,0.057,125,0.99091,11.1,Cl2
a3279,WHI,0.38,0.061,214,0.9976,9.4,Cl1
a3280,WHI,0.16,0.065,140,0.99134,11.4,Cl2
a3281,WHI,0.15,0.044,115,0.99166,10.2,Cl1
a3282,WHI,0.32,0.051,127,0.98964,12.8,Cl2
a3283,WHI,0.12,0.039,125,0.99229,10.1,Cl2
a3284,WHI,0.2,0.184,168,0.99396,9.4,Cl2
a3285,WHI,0.34,0.035,103,0.99148,12.2,Cl2
a3286,WHI,0.21,0.046,121,0.9913,10.9,Cl2
a3287,WHI,0.23,0.047,122,0.99126,10.9,Cl2
a3288,WHI,0.21,0.046,121,0.9913,10.9,Cl2
a3289,WHI,0.2,0.184,168,0.99396,9.4,Cl2
a3290,WHI,0.28,0.044,196,0.99562,9.4,Cl1
a3291,WHI,0.25,0.043,80,0.99128,11.4,Cl1
a3292,WHI,0.12,0.044,73,0.98896,12.9,Cl3
a3293,WHI,0.28,0.046,194,0.99558,9.4,Cl1
a3294,WHI,0.17,0.04,84,0.98961,12,Cl2
a3295,WHI,0.25,0.043,113,0.99338,10.1,Cl2
a3296,WHI,0.28,0.046,194,0.99558,9.4,Cl1
a3297,WHI,0.28,0.044,196,0.99562,9.4,Cl1
a3298,WHI,0.25,0.047,184,0.99572,9.2,Cl1
a3299,WHI,0.24,0.039,109,0.99056,11.8,Cl2
a3300,WHI,0.32,0.029,105,0.99146,12.3,Cl2
a3301,WHI,0.25,0.043,80,0.99128,11.4,Cl1
a3302,WHI,0.12,0.044,73,0.98896,12.9,Cl3
a3303,WHI,0.24,0.032,91,0.99172,12.3,Cl2
a3304,WHI,0.22,0.032,93,0.99012,13.5,Cl2
a3305,WHI,0.32,0.033,142,0.98912,12.8,Cl2
a3306,WHI,0.19,0.022,96,0.98902,12.8,Cl2
a3307,WHI,0.32,0.033,142,0.98912,12.8,Cl2
a3308,WHI,0.24,0.037,208,0.99395,11,Cl1
a3309,WHI,0.35,0.039,124,0.99539,10.6,Cl2
a3310,WHI,0.46,0.039,96,0.99129,12.4,Cl2
a3311,WHI,0.3,0.048,142,0.98956,12.9,Cl2
a3312,WHI,0.19,0.047,152,0.9916,11.1,Cl2
a3313,WHI,0.24,0.032,95,0.98889,12.9,Cl2
a3314,WHI,0.145,0.042,64,0.99012,11.8,Cl2
a3315,WHI,0.435,0.058,243,0.99833,9.1,Cl2
a3316,WHI,0.18,0.036,74,0.98853,12.7,Cl2
a3317,WHI,0.18,0.036,96,0.98942,12,Cl2
a3318,WHI,0.32,0.043,105,0.99266,11.2,Cl2
a3319,WHI,0.16,0.042,105,0.98962,12.4,Cl2
a3320,WHI,0.21,0.047,148,0.99168,10.4,Cl1
a3321,WHI,0.29,0.05,124,0.9968,10.4,Cl1
a3322,WHI,0.26,0.04,80,0.98934,12.7,Cl2
a3323,WHI,0.26,0.039,105,0.98995,12.5,Cl2
a3324,WHI,0.17,0.037,103,0.991,12,Cl2
a3325,WHI,0.17,0.047,117,0.99152,11.6,Cl2
a3326,WHI,0.25,0.035,126,0.99048,12.6,Cl2
a3327,WHI,0.17,0.042,178,0.99204,10.2,Cl1
a3328,WHI,0.17,0.036,70,0.99202,10.4,Cl2
a3329,WHI,0.24,0.038,122,0.9906,11.5,Cl1
a3330,WHI,0.21,0.049,112,0.99091,11,Cl2
a3331,WHI,0.23,0.048,176,0.99472,10.1,Cl2
a3332,WHI,0.23,0.046,159,0.99452,10.5,Cl2
a3333,WHI,0.22,0.059,151,0.99177,12.1,Cl2
a3334,WHI,0.165,0.047,146,0.9934,9.9,Cl2
a3335,WHI,0.425,0.034,87,0.99082,11.4,Cl2
a3336,WHI,0.38,0.048,189,0.99784,9.5,Cl2
a3337,WHI,0.38,0.048,189,0.99784,9.5,Cl2
a3338,WHI,0.38,0.048,189,0.99784,9.5,Cl2
a3339,WHI,0.27,0.046,41,0.99665,10.9,Cl2
a3340,WHI,0.17,0.05,98,0.99422,9.5,Cl2
a3341,WHI,0.3,0.048,125,0.98999,12.6,Cl2
a3342,WHI,0.17,0.05,98,0.99422,9.5,Cl2
a3343,WHI,0.26,0.059,104,0.99254,11.1,Cl1
a3344,WHI,0.36,0.048,189,0.99782,9.5,Cl2
a3345,WHI,0.38,0.048,189,0.99784,9.5,Cl2
a3346,WHI,0.18,0.058,188,0.9952,10.6,Cl2
a3347,WHI,0.18,0.057,185,0.99519,10.6,Cl2
a3348,WHI,0.16,0.055,157,0.99384,10.8,Cl2
a3349,WHI,0.27,0.046,41,0.99665,10.9,Cl2
a3350,WHI,0.17,0.047,101,0.99596,9.9,Cl2
a3351,WHI,0.22,0.06,132,0.9935,11.3,Cl2
a3352,WHI,0.22,0.034,90,0.98862,12.6,Cl2
a3353,WHI,0.36,0.034,81,0.99151,12.5,Cl2
a3354,WHI,0.43,0.032,87,0.9922,12.4,Cl2
a3355,WHI,0.2,0.038,132,0.99426,11.8,Cl2
a3356,WHI,0.32,0.026,119,0.99168,12.2,Cl2
a3357,WHI,0.2,0.048,136,0.99556,10.7,Cl2
a3358,WHI,0.22,0.033,97,0.99356,11.3,Cl2
a3359,WHI,0.36,0.034,81,0.99151,12.5,Cl2
a3360,WHI,0.43,0.032,87,0.9922,12.4,Cl2
a3361,WHI,0.18,0.033,72,0.99072,11.3,Cl2
a3362,WHI,0.17,0.047,101,0.99596,9.9,Cl2
a3363,WHI,0.22,0.06,132,0.9935,11.3,Cl2
a3364,WHI,0.22,0.034,90,0.98862,12.6,Cl2
a3365,WHI,0.2,0.033,67,0.98954,11.5,Cl2
a3366,WHI,0.2,0.033,76,0.99076,12.3,Cl2
a3367,WHI,0.3,0.032,111,0.9889,12.2,Cl2
a3368,WHI,0.29,0.033,114,0.98794,13.2,Cl2
a3369,WHI,0.18,0.041,161,0.99207,10.2,Cl2
a3370,WHI,0.22,0.039,117,0.99355,11.5,Cl2
a3371,WHI,0.29,0.033,114,0.98794,13.2,Cl2
a3372,WHI,0.3,0.032,111,0.9889,12.2,Cl2
a3373,WHI,0.15,0.051,139,0.99336,11,Cl2
a3374,WHI,0.28,0.034,121,0.98882,13.2,Cl2
a3375,WHI,0.19,0.045,135,0.99341,9.5,Cl1
a3376,WHI,0.22,0.047,132,0.997,10.2,Cl2
a3377,WHI,0.18,0.041,161,0.99207,10.2,Cl2
a3378,WHI,0.4,0.05,189,0.99174,11.4,Cl2
a3379,WHI,0.28,0.03,140,0.99042,12.5,Cl3
a3380,WHI,0.36,0.046,221,0.9984,9.2,Cl1
a3381,WHI,0.28,0.04,121,0.99111,12.1,Cl2
a3382,WHI,0.19,0.045,125,0.9933,10.7,Cl2
a3383,WHI,0.28,0.04,121,0.99111,12.1,Cl2
a3384,WHI,0.22,0.046,156,0.99316,11.2,Cl2
a3385,WHI,0.23,0.044,179,0.9946,10.6,Cl2
a3386,WHI,0.32,0.037,126,0.99,11.8,Cl2
a3387,WHI,0.28,0.03,140,0.99042,12.5,Cl3
a3388,WHI,0.36,0.046,221,0.9984,9.2,Cl1
a3389,WHI,0.39,0.096,80,0.99016,12.6,Cl2
a3390,WHI,0.24,0.026,77,0.99381,12.8,Cl2
a3391,WHI,0.29,0.026,112,0.99144,12.3,Cl2
a3392,WHI,0.28,0.026,113,0.99139,12.3,Cl3
a3393,WHI,0.38,0.036,91,0.9919,12.4,Cl2
a3394,WHI,0.28,0.03,115,0.99192,12.3,Cl2
a3395,WHI,0.25,0.048,188,0.99576,9.1,Cl1
a3396,WHI,0.26,0.047,186,0.9958,9.1,Cl1
a3397,WHI,0.29,0.032,138,0.9951,10.6,Cl2
a3398,WHI,0.19,0.042,189,0.99304,10.3,Cl2
a3399,WHI,0.33,0.052,183,0.99657,9.5,Cl1
a3400,WHI,0.32,0.037,95,0.99268,11.1,Cl2
a3401,WHI,0.46,0.054,143,0.99392,10.8,Cl2
a3402,WHI,0.19,0.028,120,0.99242,11.2,Cl1
a3403,WHI,0.46,0.054,143,0.99392,10.8,Cl2
a3404,WHI,0.27,0.024,99,0.9925,11.4,Cl1
a3405,WHI,0.18,0.034,94,0.99092,11.2,Cl2
a3406,WHI,0.15,0.037,119,0.99137,10.2,Cl2
a3407,WHI,0.32,0.037,95,0.99268,11.1,Cl2
a3408,WHI,0.33,0.052,183,0.99657,9.5,Cl1
a3409,WHI,0.32,0.041,192,0.99642,10.2,Cl2
a3410,WHI,0.23,0.051,111,0.9916,11,Cl1
a3411,WHI,0.3,0.032,148,0.99458,11.5,Cl2
a3412,WHI,0.14,0.036,127,0.99373,9.8,Cl2
a3413,WHI,0.24,0.042,157,0.99586,10.1,Cl2
a3414,WHI,0.21,0.05,195,0.99942,8.8,Cl2
a3415,WHI,0.3,0.032,148,0.99458,11.5,Cl2
a3416,WHI,0.3,0.031,163,0.9895,12.7,Cl2
a3417,WHI,0.37,0.032,214,0.9963,9.8,Cl2
a3418,WHI,0.64,0.03,76,0.9892,12.9,Cl1
a3419,WHI,0.37,0.032,214,0.9963,9.8,Cl2
a3420,WHI,0.3,0.031,163,0.9895,12.7,Cl2
a3421,WHI,0.28,0.06,145,1.00196,8.5,Cl1
a3422,WHI,0.29,0.059,81,0.99036,12.7,Cl3
a3423,WHI,0.28,0.026,105,0.989,13.1,Cl3
a3424,WHI,0.18,0.051,156,0.99947,9.1,Cl1
a3425,WHI,0.32,0.034,122,0.9916,12.5,Cl2
a3426,WHI,0.17,0.047,156,0.99945,9.1,Cl2
a3427,WHI,0.17,0.047,156,0.99945,9.1,Cl2
a3428,WHI,0.24,0.039,162,0.99375,11.2,Cl2
a3429,WHI,0.32,0.034,122,0.9916,12.5,Cl2
a3430,WHI,0.18,0.051,156,0.99947,9.1,Cl1
a3431,WHI,0.17,0.047,156,0.99945,9.1,Cl2
a3432,WHI,0.18,0.047,158,0.99946,9.1,Cl2
a3433,WHI,0.29,0.044,117,0.99153,11.5,Cl1
a3434,WHI,0.255,0.037,86,0.98834,12.9,Cl2
a3435,WHI,0.34,0.076,92,0.99138,12.5,Cl2
a3436,WHI,0.24,0.034,83,0.98928,12.3,Cl2
a3437,WHI,0.24,0.041,97,0.99246,11.4,Cl2
a3438,WHI,0.4,0.052,113,0.99576,9.4,Cl1
a3439,WHI,0.3,0.057,224,0.99956,9.1,Cl1
a3440,WHI,0.4,0.052,113,0.99576,9.4,Cl1
a3441,WHI,0.17,0.04,106,0.99026,12,Cl1
a3442,WHI,0.25,0.04,111,0.99174,11.1,Cl1
a3443,WHI,0.27,0.035,97,0.99058,11.8,Cl2
a3444,WHI,0.16,0.042,106,0.9905,11.4,Cl2
a3445,WHI,0.3,0.057,224,0.99956,9.1,Cl1
a3446,WHI,0.15,0.033,128,0.99192,12.1,Cl3
